case,baseline,current,change,firefly_best
fire7_nb0_rank1890,76,75,-1,140
fire7_nb0_rank1891,65,64,-1,127
fire7_nb0_rank1892,83,82,-1,170
fire7_nb0_rank1893,79,78,-1,180
fire7_nb0_rank1894,65,64,-1,128
fire7_nb0_rank1895,88,87,-1,167
fire7_nb0_rank1896,65,64,-1,135
fire7_nb0_rank1897,79,78,-1,156
fire7_nb0_rank1898,109,108,-1,158
fire7_nb0_rank1899,76,75,-1,179
fire7_nb0_rank1900,61,60,-1,132
fire7_nb0_rank1901,63,62,-1,132
fire7_nb0_rank1902,67,66,-1,173
fire7_nb0_rank1903,83,82,-1,166
fire7_nb0_rank1904,64,63,-1,141
fire7_nb0_rank1905,66,65,-1,139
fire7_nb0_rank1906,67,66,-1,136
fire7_nb0_rank1907,66,65,-1,139
fire7_nb0_rank1908,73,72,-1,169
fire7_nb0_rank1909,72,71,-1,132
fire7_nb0_rank1910,79,78,-1,156
fire7_nb0_rank1911,70,69,-1,171
fire7_nb0_rank1912,79,78,-1,181
fire7_nb0_rank1913,76,75,-1,152
fire7_nb0_rank1914,74,73,-1,137
fire7_nb0_rank1915,66,65,-1,139
fire7_nb0_rank1916,70,69,-1,152
fire7_nb0_rank1917,83,82,-1,191
fire7_nb0_rank1918,74,73,-1,137
fire7_nb0_rank1919,64,63,-1,141
fire7_nb0_rank1920,66,65,-1,139
fire7_nb0_rank1921,76,75,-1,179
fire7_nb0_rank1922,60,59,-1,141
fire7_nb0_rank1923,71,70,-1,98
fire7_nb0_rank1924,62,61,-1,141
fire7_nb0_rank1925,102,101,-1,205
fire7_nb0_rank1926,76,75,-1,165
fire7_nb0_rank1927,71,70,-1,144
fire7_nb0_rank1928,90,89,-1,136
fire7_nb0_rank1929,88,87,-1,156
fire7_nb0_rank1930,63,62,-1,141
fire7_nb0_rank1931,74,73,-1,146
fire7_nb0_rank1932,74,73,-1,146
fire7_nb0_rank1933,65,64,-1,131
fire7_nb0_rank1934,63,62,-1,138
fire7_nb0_rank1935,68,67,-1,138
fire7_nb0_rank1936,66,65,-1,109
fire7_nb0_rank1937,67,66,-1,126
fire7_nb0_rank1938,68,67,-1,139
fire7_nb0_rank1939,70,69,-1,137
fire7_nb0_rank1940,76,75,-1,142
fire7_nb0_rank1941,70,69,-1,148
fire7_nb0_rank1942,74,73,-1,152
fire7_nb0_rank1943,90,89,-1,132
fire7_nb0_rank1944,74,73,-1,130
fire7_nb0_rank1945,60,59,-1,142
fire7_nb0_rank1946,60,59,-1,142
fire7_nb0_rank1947,77,76,-1,144
fire7_nb0_rank1948,60,59,-1,142
fire7_nb0_rank1949,62,61,-1,104
fire7_nb0_rank1950,62,61,-1,104
fire7_nb0_rank1951,60,59,-1,142
fire7_nb0_rank1952,62,61,-1,128
fire7_nb0_rank1953,60,59,-1,136
fire7_nb0_rank1954,58,57,-1,116
fire7_nb0_rank1955,76,75,-1,181
fire7_nb0_rank1956,62,61,-1,104
fire7_nb0_rank1957,62,61,-1,104
fire7_nb0_rank1958,62,61,-1,104
fire7_nb0_rank1959,64,63,-1,133
fire7_nb0_rank1960,85,84,-1,124
fire7_nb0_rank1961,69,68,-1,130
fire7_nb0_rank1962,66,65,-1,128
fire7_nb0_rank1963,62,61,-1,167
fire7_nb0_rank1964,61,60,-1,156
fire7_nb0_rank1965,96,95,-1,119
fire7_nb0_rank1966,110,109,-1,119
fire7_nb0_rank1967,60,59,-1,129
fire7_nb0_rank1968,72,71,-1,165
fire7_nb0_rank1969,63,62,-1,140
fire7_nb0_rank1970,63,62,-1,140
fire7_nb0_rank1971,63,62,-1,140
fire7_nb0_rank1972,63,62,-1,140
fire7_nb0_rank1973,63,62,-1,140
fire7_nb0_rank1974,72,71,-1,159
fire7_nb0_rank1975,73,72,-1,159
fire7_nb0_rank1976,77,76,-1,158
fire7_nb0_rank1977,88,87,-1,147
fire7_nb0_rank1978,59,58,-1,143
fire7_nb0_rank1979,72,71,-1,159
fire7_nb0_rank1980,71,70,-1,132
fire7_nb0_rank1981,88,87,-1,147
fire7_nb0_rank1982,83,82,-1,147
fire7_nb0_rank1983,63,62,-1,129
fire7_nb0_rank1984,61,60,-1,134
fire7_nb0_rank1985,60,59,-1,126
fire7_nb0_rank1986,66,65,-1,140
fire7_nb0_rank1987,64,63,-1,154
fire7_nb0_rank1988,64,63,-1,154
fire7_nb0_rank1989,66,65,-1,136
fire7_nb0_rank1990,80,79,-1,101
fire7_nb0_rank1991,86,85,-1,152
fire7_nb0_rank1992,82,81,-1,129
fire7_nb0_rank1993,61,60,-1,136
fire7_nb0_rank1994,67,66,-1,136
fire7_nb0_rank1995,64,63,-1,140
fire7_nb0_rank1996,57,56,-1,125
fire7_nb0_rank1997,63,62,-1,140
fire7_nb0_rank1998,63,62,-1,145
fire7_nb0_rank1999,80,79,-1,101
fire7_nb0_rank2000,63,62,-1,140
fire7_nb0_rank2001,68,67,-1,128
fire7_nb0_rank2002,77,76,-1,129
fire7_nb0_rank2003,81,80,-1,145
fire7_nb0_rank2004,87,86,-1,148
fire7_nb0_rank2005,72,71,-1,151
fire7_nb0_rank2006,59,58,-1,133
fire7_nb0_rank2007,72,71,-1,128
fire7_nb0_rank2008,64,63,-1,141
fire7_nb0_rank2009,61,60,-1,133
fire7_nb0_rank2010,61,60,-1,140
fire7_nb0_rank2011,87,86,-1,146
fire7_nb0_rank2012,62,61,-1,153
fire7_nb0_rank2013,61,60,-1,140
fire7_nb0_rank2014,62,61,-1,139
fire7_nb0_rank2015,63,62,-1,140
fire7_nb0_rank2016,66,65,-1,150
fire7_nb0_rank2017,87,86,-1,146
fire7_nb0_rank2018,82,81,-1,146
fire7_nb0_rank2019,62,61,-1,137
fire7_nb0_rank2020,70,69,-1,150
fire7_nb0_rank2021,67,66,-1,126
fire7_nb0_rank2022,79,78,-1,145
fire7_nb0_rank2023,86,85,-1,146
fire7_nb0_rank2024,62,61,-1,140
fire7_nb0_rank2025,82,81,-1,157
fire7_nb0_rank2026,79,78,-1,145
fire7_nb0_rank2027,62,61,-1,115
fire7_nb0_rank2028,58,57,-1,116
fire7_nb0_rank2029,60,59,-1,116
fire7_nb0_rank2030,65,64,-1,129
fire7_nb0_rank2031,82,81,-1,124
fire7_nb0_rank2032,58,57,-1,141
fire7_nb0_rank2033,96,95,-1,141
fire7_nb0_rank2034,62,61,-1,140
fire7_nb0_rank2035,64,63,-1,137
fire7_nb0_rank2036,62,61,-1,140
fire7_nb0_rank2037,54,53,-1,113
fire7_nb0_rank2038,56,55,-1,113
fire7_nb0_rank2039,64,63,-1,137
fire7_nb0_rank2040,69,68,-1,166
fire7_nb0_rank2041,85,84,-1,148
fire7_nb0_rank2042,63,62,-1,137
fire7_nb0_rank2043,80,79,-1,144
fire7_nb0_rank2044,66,65,-1,125
fire7_nb0_rank2045,65,64,-1,133
fire7_nb0_rank2046,79,78,-1,148
fire7_nb0_rank2047,114,113,-1,183
fire7_nb0_rank2048,61,60,-1,112
fire7_nb0_rank2049,70,69,-1,137
fire7_nb0_rank2050,66,65,-1,125
fire7_nb0_rank2051,69,68,-1,119
fire7_nb0_rank2052,59,58,-1,121
fire7_nb0_rank2053,79,78,-1,125
fire7_nb0_rank2054,58,57,-1,127
fire7_nb0_rank2055,78,77,-1,129
fire7_nb0_rank2056,73,72,-1,135
fire7_nb0_rank2057,61,60,-1,153
fire7_nb0_rank2058,71,70,-1,146
fire7_nb0_rank2059,73,72,-1,134
fire7_nb0_rank2060,61,60,-1,119
fire7_nb0_rank2061,87,86,-1,145
fire7_nb0_rank2062,108,107,-1,157
fire7_nb0_rank2063,61,60,-1,135
fire7_nb0_rank2064,59,58,-1,138
fire7_nb0_rank2065,57,56,-1,121
fire7_nb0_rank2066,82,81,-1,144
fire7_nb0_rank2067,73,72,-1,138
fire7_nb0_rank2068,79,78,-1,122
fire7_nb0_rank2069,64,63,-1,130
fire7_nb0_rank2070,80,79,-1,143
fire7_nb0_rank2071,57,56,-1,122
fire7_nb0_rank2072,79,78,-1,148
fire7_nb0_rank2073,72,71,-1,128
fire7_nb0_rank2074,61,60,-1,119
fire7_nb0_rank2075,59,58,-1,113
fire7_nb0_rank2076,59,58,-1,113
fire7_nb0_rank2077,71,70,-1,143
fire7_nb0_rank2078,63,62,-1,116
fire7_nb0_rank2079,62,61,-1,138
fire7_nb0_rank2080,62,61,-1,140
fire7_nb0_rank2081,55,54,-1,104
fire7_nb0_rank2082,76,75,-1,137
fire7_nb0_rank2083,57,56,-1,152
fire7_nb0_rank2084,78,77,-1,127
fire7_nb0_rank2085,60,59,-1,121
fire7_nb0_rank2086,66,65,-1,126
fire7_nb0_rank2087,57,56,-1,104
fire7_nb0_rank2088,71,70,-1,143
fire7_nb0_rank2089,72,71,-1,136
fire7_nb0_rank2090,57,56,-1,152
fire7_nb0_rank2091,59,58,-1,113
fire7_nb0_rank2092,59,58,-1,113
fire7_nb0_rank2093,63,62,-1,140
fire7_nb0_rank2094,79,78,-1,134
fire7_nb0_rank2095,57,56,-1,122
fire7_nb0_rank2096,57,56,-1,110
fire7_nb0_rank2097,67,66,-1,102
fire7_nb0_rank2098,55,54,-1,132
fire7_nb0_rank2099,61,60,-1,119
fire7_nb0_rank2100,73,72,-1,128
fire7_nb0_rank2101,67,66,-1,133
fire7_nb0_rank2102,55,54,-1,104
fire7_nb0_rank2103,58,57,-1,119
fire7_nb0_rank2104,85,84,-1,168
fire7_nb0_rank2105,73,72,-1,135
fire7_nb0_rank2106,71,70,-1,134
fire7_nb0_rank2107,57,56,-1,134
fire7_nb0_rank2108,77,76,-1,115
fire7_nb0_rank2109,77,76,-1,109
fire7_nb0_rank2110,71,70,-1,137
fire7_nb0_rank2111,69,68,-1,101
fire7_nb0_rank2112,56,55,-1,136
fire7_nb0_rank2113,61,60,-1,119
fire7_nb0_rank2114,66,65,-1,125
fire7_nb0_rank2115,67,66,-1,133
fire7_nb0_rank2116,56,55,-1,136
fire7_nb0_rank2117,67,66,-1,134
fire7_nb0_rank2118,67,66,-1,143
fire7_nb0_rank2119,56,55,-1,136
fire7_nb0_rank2120,72,71,-1,119
fire7_nb0_rank2121,70,69,-1,137
fire7_nb0_rank2122,61,60,-1,119
fire7_nb0_rank2123,74,73,-1,140
fire7_nb0_rank2124,63,62,-1,133
fire7_nb0_rank2125,76,75,-1,137
fire7_nb0_rank2126,74,73,-1,140
fire7_nb0_rank2127,67,66,-1,133
fire7_nb0_rank2128,71,70,-1,134
fire7_nb0_rank2129,69,68,-1,94
fire7_nb0_rank2130,68,67,-1,102
fire7_nb0_rank2131,68,67,-1,102
fire7_nb0_rank2132,69,68,-1,136
fire7_nb0_rank2133,67,66,-1,133
fire7_nb0_rank2134,63,62,-1,94
fire7_nb0_rank2135,69,68,-1,104
fire7_nb0_rank2136,71,70,-1,134
fire7_nb0_rank2137,72,71,-1,125
fire7_nb0_rank2138,73,72,-1,159
fire7_nb0_rank2139,57,56,-1,132
fire7_nb0_rank2140,58,57,-1,119
fire7_nb0_rank2141,59,58,-1,115
fire7_nb0_rank2142,69,68,-1,94
fire7_nb0_rank2143,67,66,-1,128
fire7_nb0_rank2144,58,57,-1,119
fire7_nb0_rank2145,79,78,-1,122
fire7_nb0_rank2146,69,68,-1,94
fire7_nb0_rank2147,57,56,-1,133
fire7_nb0_rank2148,66,65,-1,127
fire7_nb0_rank2149,72,71,-1,119
fire7_nb0_rank2150,59,58,-1,128
fire7_nb0_rank2151,115,114,-1,152
fire7_nb0_rank2152,71,70,-1,117
fire7_nb0_rank2153,97,96,-1,155
fire7_nb0_rank2154,62,61,-1,129
fire7_nb0_rank2155,67,66,-1,138
fire7_nb0_rank2156,62,61,-1,137
fire7_nb0_rank2157,60,59,-1,140
fire7_nb0_rank2158,67,66,-1,138
fire7_nb0_rank2159,84,83,-1,118
fire7_nb0_rank2160,66,65,-1,122
fire7_nb0_rank2161,61,60,-1,120
fire7_nb0_rank2162,75,74,-1,110
fire7_nb0_rank2163,60,59,-1,103
fire7_nb0_rank2164,69,68,-1,131
fire7_nb0_rank2165,58,57,-1,111
fire7_nb0_rank2166,66,65,-1,116
fire7_nb0_rank2167,73,72,-1,108
fire7_nb0_rank2168,62,61,-1,121
fire7_nb0_rank2169,60,59,-1,118
fire7_nb0_rank2170,60,59,-1,118
fire7_nb0_rank2171,79,78,-1,113
fire7_nb0_rank2172,69,68,-1,131
fire7_nb0_rank2173,66,65,-1,122
fire7_nb0_rank2174,61,60,-1,108
fire7_nb0_rank2175,67,66,-1,118
fire7_nb0_rank2176,70,69,-1,96
fire7_nb0_rank2177,61,60,-1,108
fire7_nb0_rank2178,57,56,-1,106
fire7_nb0_rank2179,80,79,-1,110
fire7_nb0_rank2180,69,68,-1,125
fire7_nb0_rank2181,58,57,-1,111
fire7_nb0_rank2182,66,65,-1,122
fire7_nb0_rank2183,74,73,-1,103
fire7_nb0_rank2184,67,66,-1,155
fire7_nb0_rank2185,59,58,-1,124
fire7_nb0_rank2186,62,61,-1,111
fire7_nb0_rank2187,66,65,-1,114
fire7_nb0_rank2188,63,62,-1,114
fire7_nb0_rank2189,56,55,-1,110
fire7_nb0_rank2190,56,55,-1,112
fire7_nb0_rank2191,62,61,-1,111
fire7_nb0_rank2192,71,70,-1,112
fire7_nb0_rank2193,64,63,-1,113
fire7_nb0_rank2194,61,60,-1,117
fire7_nb0_rank2195,56,55,-1,112
fire7_nb0_rank2196,56,55,-1,112
fire7_nb0_rank2197,55,54,-1,140
fire7_nb0_rank2198,56,55,-1,112
fire7_nb0_rank2199,56,55,-1,110
fire7_nb0_rank2200,53,52,-1,119
fire7_nb0_rank2201,53,52,-1,119
fire7_nb0_rank2202,56,55,-1,113
fire7_nb0_rank2203,52,51,-1,105
fire7_nb0_rank2204,62,61,-1,111
fire7_nb0_rank2205,57,56,-1,128
fire7_nb0_rank2206,59,58,-1,128
fire7_nb0_rank2207,55,54,-1,140
fire7_nb0_rank2208,55,54,-1,140
fire7_nb0_rank2209,62,61,-1,101
fire7_nb0_rank2210,57,56,-1,133
fire7_nb0_rank2211,57,56,-1,128
fire7_nb0_rank2212,58,57,-1,108
fire7_nb0_rank2213,62,61,-1,101
fire7_nb0_rank2214,59,58,-1,130
fire7_nb0_rank2215,61,60,-1,112
fire7_nb0_rank2216,59,58,-1,112
fire7_nb0_rank2217,54,53,-1,116
fire7_nb0_rank2218,54,53,-1,113
fire7_nb0_rank2219,57,56,-1,130
fire7_nb0_rank2220,57,56,-1,130
fire7_nb0_rank2221,57,56,-1,118
fire7_nb0_rank2222,54,53,-1,124
fire7_nb0_rank2223,79,78,-1,104
fire7_nb0_rank2224,54,53,-1,110
fire7_nb0_rank2225,54,53,-1,116
fire7_nb0_rank2226,54,53,-1,113
fire7_nb0_rank2227,56,55,-1,112
fire7_nb0_rank2228,58,57,-1,105
fire7_nb0_rank2229,54,53,-1,100
fire7_nb0_rank2230,56,55,-1,112
fire7_nb0_rank2231,54,53,-1,108
fire7_nb0_rank2232,54,53,-1,124
fire7_nb0_rank2233,78,77,-1,141
fire7_nb0_rank2234,72,71,-1,141
fire7_nb0_rank2235,69,68,-1,152
fire7_nb0_rank2236,75,74,-1,91
fire7_nb0_rank2237,59,58,-1,106
fire7_nb0_rank2238,75,74,-1,113
fire7_nb0_rank2239,72,71,-1,113
fire7_nb0_rank2240,68,67,-1,128
fire7_nb0_rank2241,86,85,-1,124
fire7_nb0_rank2242,61,60,-1,105
fire7_nb0_rank2243,55,54,-1,109
fire7_nb0_rank2244,57,56,-1,129
fire7_nb0_rank2245,69,68,-1,115
fire7_nb0_rank2246,65,64,-1,115
fire7_nb0_rank2247,58,57,-1,135
fire7_nb0_rank2248,55,54,-1,129
fire7_nb0_rank2249,57,56,-1,129
fire7_nb0_rank2250,67,66,-1,117
fire7_nb0_rank2251,55,54,-1,129
fire7_nb0_rank2252,76,75,-1,110
fire7_nb0_rank2253,58,57,-1,96
fire7_nb0_rank2254,71,70,-1,111
fire7_nb0_rank2255,61,60,-1,109
fire7_nb0_rank2256,59,58,-1,109
fire7_nb0_rank2257,59,58,-1,109
fire7_nb0_rank2258,89,88,-1,106
fire7_nb0_rank2259,67,66,-1,93
fire7_nb0_rank2260,60,59,-1,112
fire7_nb0_rank2261,60,59,-1,91
fire7_nb0_rank2262,53,52,-1,98
fire7_nb0_rank2263,59,58,-1,130
fire7_nb0_rank2264,60,59,-1,112
fire7_nb0_rank2265,71,70,-1,104
fire7_nb0_rank2266,55,54,-1,112
fire7_nb0_rank2267,68,67,-1,111
fire7_nb0_rank2268,50,49,-1,106
fire7_nb0_rank2269,67,66,-1,92
fire7_nb0_rank2270,68,67,-1,90
fire7_nb0_rank2271,67,66,-1,106
fire7_nb0_rank2272,76,75,-1,102
fire7_nb0_rank2273,66,65,-1,91
fire7_nb0_rank2274,55,54,-1,110
fire7_nb0_rank2275,62,61,-1,95
fire7_nb0_rank2276,60,59,-1,112
fire7_nb0_rank2277,76,75,-1,147
fire7_nb0_rank2278,70,69,-1,123
fire7_nb0_rank2279,58,57,-1,105
fire7_nb0_rank2280,61,60,-1,113
fire7_nb0_rank2281,67,66,-1,109
fire7_nb0_rank2282,60,59,-1,105
fire7_nb0_rank2283,56,55,-1,109
fire7_nb0_rank2284,55,54,-1,100
fire7_nb0_rank2285,67,66,-1,89
fire7_nb0_rank2286,54,53,-1,116
fire7_nb0_rank2287,54,53,-1,123
fire7_nb0_rank2288,54,53,-1,103
fire7_nb0_rank2289,53,52,-1,101
fire7_nb0_rank2290,62,61,-1,109
fire7_nb0_rank2291,58,57,-1,105
fire7_nb0_rank2292,60,59,-1,105
fire7_nb0_rank2293,60,59,-1,103
fire7_nb0_rank2294,92,91,-1,87
fire7_nb0_rank2295,58,57,-1,123
fire7_nb0_rank2296,51,50,-1,115
fire7_nb0_rank2297,51,50,-1,115
fire7_nb0_rank2298,63,62,-1,113
fire7_nb0_rank2299,53,52,-1,101
fire7_nb0_rank2300,53,52,-1,101
fire7_nb0_rank2301,75,74,-1,105
fire7_nb0_rank2302,73,72,-1,123
fire7_nb0_rank2303,60,59,-1,116
fire7_nb0_rank2304,61,60,-1,102
fire7_nb0_rank2305,57,56,-1,128
fire7_nb0_rank2306,63,62,-1,118
fire7_nb0_rank2307,56,55,-1,113
fire7_nb0_rank2308,56,55,-1,108
fire7_nb0_rank2309,63,62,-1,118
fire7_nb0_rank2310,56,55,-1,116
fire7_nb0_rank2311,65,64,-1,101
fire7_nb0_rank2312,64,63,-1,88
fire7_nb0_rank2313,64,63,-1,85
fire7_nb0_rank2314,56,55,-1,116
fire7_nb0_rank2315,55,54,-1,101
fire7_nb0_rank2316,67,66,-1,101
fire7_nb0_rank2317,68,67,-1,92
fire7_nb0_rank2318,52,51,-1,121
fire7_nb0_rank2319,55,54,-1,101
fire7_nb0_rank2320,63,62,-1,102
fire7_nb0_rank2321,57,56,-1,124
fire7_nb0_rank2322,54,53,-1,96
fire7_nb0_rank2323,76,75,-1,106
fire7_nb0_rank2324,52,51,-1,104
fire7_nb0_rank2325,49,48,-1,89
fire7_nb0_rank2326,69,68,-1,86
fire7_nb0_rank2327,53,52,-1,106
fire7_nb0_rank2328,67,66,-1,91
fire7_nb0_rank2329,55,54,-1,93
fire7_nb0_rank2330,74,73,-1,118
fire7_nb0_rank2331,53,52,-1,118
fire7_nb0_rank2332,51,50,-1,95
fire7_nb0_rank2333,67,66,-1,91
fire7_nb0_rank2334,67,66,-1,101
fire7_nb0_rank2335,74,73,-1,116
fire7_nb0_rank2336,56,55,-1,96
fire7_nb0_rank2337,53,52,-1,118
fire7_nb0_rank2338,53,52,-1,96
fire7_nb0_rank2339,54,53,-1,96
fire7_nb0_rank2340,53,52,-1,118
fire7_nb0_rank2341,56,55,-1,86
fire7_nb0_rank2342,55,54,-1,117
fire7_nb0_rank2343,56,55,-1,90
fire7_nb0_rank2344,56,55,-1,86
fire7_nb0_rank2345,55,54,-1,93
fire7_nb0_rank2346,55,54,-1,126
fire7_nb0_rank2347,58,57,-1,96
fire7_nb0_rank2348,55,54,-1,109
fire7_nb0_rank2349,50,49,-1,94
fire7_nb0_rank2350,50,49,-1,105
fire7_nb0_rank2351,86,85,-1,90
fire7_nb0_rank2352,61,60,-1,111
fire7_nb0_rank2353,53,52,-1,114
fire7_nb0_rank2354,56,55,-1,132
fire7_nb0_rank2355,53,52,-1,94
fire7_nb0_rank2356,88,87,-1,110
fire7_nb0_rank2357,88,87,-1,110
fire7_nb0_rank2358,52,51,-1,96
fire7_nb0_rank2359,55,54,-1,126
fire7_nb0_rank2360,90,89,-1,90
fire7_nb0_rank2361,63,62,-1,80
fire7_nb0_rank2362,56,55,-1,84
fire7_nb0_rank2363,57,56,-1,122
fire7_nb0_rank2364,66,65,-1,116
fire7_nb0_rank2365,57,56,-1,103
fire7_nb0_rank2366,52,51,-1,89
fire7_nb0_rank2367,48,47,-1,98
fire7_nb0_rank2368,49,48,-1,84
fire7_nb0_rank2369,70,69,-1,86
fire7_nb0_rank2370,58,57,-1,96
fire7_nb0_rank2371,50,49,-1,96
fire7_nb0_rank2372,50,49,-1,120
fire7_nb0_rank2373,50,49,-1,120
fire7_nb0_rank2374,58,57,-1,111
fire7_nb0_rank2375,70,69,-1,85
fire7_nb0_rank2376,59,58,-1,104
fire7_nb0_rank2377,49,48,-1,89
fire7_nb0_rank2378,50,49,-1,89
fire7_nb0_rank2379,52,51,-1,91
fire7_nb0_rank2380,53,52,-1,104
fire7_nb0_rank2381,53,52,-1,95
fire7_nb0_rank2382,51,50,-1,91
fire7_nb0_rank2383,63,62,-1,91
fire7_nb0_rank2384,49,48,-1,89
fire7_nb0_rank2385,79,78,-1,87
fire7_nb0_rank2386,91,90,-1,143
fire7_nb0_rank2387,57,56,-1,102
fire7_nb0_rank2388,79,78,-1,90
fire7_nb0_rank2389,56,55,-1,90
fire7_nb0_rank2390,48,47,-1,92
fire7_nb0_rank2391,48,47,-1,92
fire7_nb0_rank2392,54,53,-1,90
fire7_nb0_rank2393,48,47,-1,92
fire7_nb0_rank2394,56,55,-1,90
fire7_nb0_rank2395,48,47,-1,92
fire7_nb0_rank2396,61,60,-1,86
fire7_nb0_rank2397,59,58,-1,83
fire7_nb0_rank2398,59,58,-1,83
fire7_nb0_rank2399,64,63,-1,86
fire7_nb0_rank2400,56,55,-1,88
fire7_nb0_rank2401,51,50,-1,112
fire7_nb0_rank2402,59,58,-1,95
fire7_nb0_rank2403,60,59,-1,87
fire7_nb0_rank2404,61,60,-1,88
fire7_nb0_rank2405,54,53,-1,111
fire7_nb0_rank2406,59,58,-1,103
fire7_nb0_rank2407,54,53,-1,111
fire7_nb0_rank2408,57,56,-1,103
fire7_nb0_rank2409,50,49,-1,83
fire7_nb0_rank2410,50,49,-1,83
fire7_nb0_rank2411,54,53,-1,107
fire7_nb0_rank2412,53,52,-1,117
fire7_nb0_rank2413,57,56,-1,86
fire7_nb0_rank2414,57,56,-1,79
fire7_nb0_rank2415,51,50,-1,112
fire7_nb0_rank2416,51,50,-1,112
fire7_nb0_rank2417,54,53,-1,111
fire7_nb0_rank2418,52,51,-1,83
fire7_nb0_rank2419,68,67,-1,111
fire7_nb0_rank2420,53,52,-1,85
fire7_nb0_rank2421,53,52,-1,85
fire7_nb0_rank2422,54,53,-1,111
fire7_nb0_rank2423,54,53,-1,106
fire7_nb0_rank2424,58,57,-1,98
fire7_nb0_rank2425,74,73,-1,92
fire7_nb0_rank2426,56,55,-1,84
fire7_nb0_rank2427,54,53,-1,120
fire7_nb0_rank2428,51,50,-1,87
fire7_nb0_rank2429,61,60,-1,86
fire7_nb0_rank2430,58,57,-1,75
fire7_nb0_rank2431,52,51,-1,98
fire7_nb0_rank2432,61,60,-1,79
fire7_nb0_rank2433,59,58,-1,83
fire7_nb0_rank2434,55,54,-1,95
fire7_nb0_rank2435,53,52,-1,94
fire7_nb0_rank2436,52,51,-1,103
fire7_nb0_rank2437,51,50,-1,90
fire7_nb0_rank2438,51,50,-1,90
fire7_nb0_rank2439,53,52,-1,92
fire7_nb0_rank2440,50,49,-1,92
fire7_nb0_rank2441,59,58,-1,113
fire7_nb0_rank2442,57,56,-1,110
fire7_nb0_rank2443,50,49,-1,87
fire7_nb0_rank2444,53,52,-1,106
fire7_nb0_rank2445,59,58,-1,113
fire7_nb0_rank2446,46,45,-1,88
fire7_nb0_rank2447,46,45,-1,82
fire7_nb0_rank2448,46,45,-1,82
fire7_nb0_rank2449,46,45,-1,82
fire7_nb0_rank2450,52,51,-1,73
fire7_nb0_rank2451,54,53,-1,75
fire7_nb0_rank2452,73,72,-1,98
fire7_nb0_rank2453,77,76,-1,106
fire7_nb0_rank2454,63,62,-1,74
fire7_nb0_rank2455,48,47,-1,95
fire7_nb0_rank2456,52,51,-1,86
fire7_nb0_rank2457,72,71,-1,73
fire7_nb0_rank2458,82,81,-1,93
fire7_nb0_rank2459,55,54,-1,102
fire7_nb0_rank2460,64,63,-1,106
fire7_nb0_rank2461,53,52,-1,112
fire7_nb0_rank2462,55,54,-1,81
fire7_nb0_rank2463,50,49,-1,71
fire7_nb0_rank2464,52,51,-1,73
fire7_nb0_rank2465,54,53,-1,75
fire7_nb0_rank2466,61,60,-1,67
fire7_nb0_rank2467,53,52,-1,96
fire7_nb0_rank2468,46,45,-1,82
fire7_nb0_rank2469,71,70,-1,85
fire7_nb0_rank2470,50,49,-1,84
fire7_nb0_rank2471,69,68,-1,83
fire7_nb0_rank2472,63,62,-1,91
fire7_nb0_rank2473,56,55,-1,87
fire7_nb0_rank2474,56,55,-1,87
fire7_nb0_rank2475,53,52,-1,83
fire7_nb0_rank2476,57,56,-1,105
fire7_nb0_rank2477,53,52,-1,99
fire7_nb0_rank2478,55,54,-1,105
fire7_nb0_rank2479,60,59,-1,103
fire7_nb0_rank2480,48,47,-1,80
fire7_nb0_rank2481,50,49,-1,91
fire7_nb0_rank2482,57,56,-1,105
fire7_nb0_rank2483,49,48,-1,92
fire7_nb0_rank2484,66,65,-1,96
fire7_nb0_rank2485,54,53,-1,76
fire7_nb0_rank2486,52,51,-1,105
fire7_nb0_rank2487,56,55,-1,87
fire7_nb0_rank2488,52,51,-1,125
fire7_nb0_rank2489,52,51,-1,94
fire7_nb0_rank2490,62,61,-1,106
fire7_nb0_rank2491,51,50,-1,81
fire7_nb0_rank2492,55,54,-1,91
fire7_nb0_rank2493,45,44,-1,94
fire7_nb0_rank2494,89,88,-1,76
fire7_nb0_rank2495,57,56,-1,91
fire7_nb0_rank2496,49,48,-1,103
fire7_nb0_rank2497,55,54,-1,91
fire7_nb0_rank2498,74,73,-1,89
fire7_nb0_rank2499,49,48,-1,91
fire7_nb0_rank2500,51,50,-1,80
fire7_nb0_rank2501,48,47,-1,80
fire7_nb0_rank2502,45,44,-1,84
fire7_nb0_rank2503,70,69,-1,99
fire7_nb0_rank2504,49,48,-1,84
fire7_nb0_rank2505,49,48,-1,84
fire7_nb0_rank2506,46,45,-1,85
fire7_nb0_rank2507,54,53,-1,75
fire7_nb0_rank2508,52,51,-1,73
fire7_nb0_rank2509,54,53,-1,72
fire7_nb0_rank2510,52,51,-1,89
fire7_nb0_rank2511,50,49,-1,84
fire7_nb0_rank2512,55,54,-1,67
fire7_nb0_rank2513,50,49,-1,81
fire7_nb0_rank2514,55,54,-1,85
fire7_nb0_rank2515,47,46,-1,85
fire7_nb0_rank2516,48,47,-1,75
fire7_nb0_rank2517,55,54,-1,77
fire7_nb0_rank2518,57,56,-1,91
fire7_nb0_rank2519,51,50,-1,72
fire7_nb0_rank2520,55,54,-1,66
fire7_nb0_rank2521,47,46,-1,85
fire7_nb0_rank2522,48,47,-1,92
fire7_nb0_rank2523,51,50,-1,94
fire7_nb0_rank2524,52,51,-1,83
